114	97	1.18	26612	/root/home/opensrc/oxc/.claude/worktrees/react-compiler-perf/target/corpus/cal.com/apps/web/modules/users/components/UserTable/UserListTable.tsx
111	117	0.95	413029	/root/home/opensrc/oxc/.claude/worktrees/react-compiler-perf/target/corpus/excalidraw/packages/excalidraw/components/App.tsx
110	107	1.03	27957	/root/home/opensrc/oxc/.claude/worktrees/react-compiler-perf-8cdfbb/corpus/grafana/public/app/features/correlations/CorrelationsPageLegacy.test.tsx
107	88	1.22	171215	/root/home/opensrc/oxc/.claude/worktrees/react-compiler-perf/target/corpus/excalidraw/packages/excalidraw/tests/history.test.tsx
106	98	1.08	36761	/root/home/opensrc/oxc/.claude/worktrees/react-compiler-perf/target/corpus/cal.com/apps/web/modules/signup-view.tsx
106	87	1.22	59237	/root/home/opensrc/oxc/.claude/worktrees/react-compiler-perf/target/corpus/excalidraw/packages/excalidraw/wysiwyg/textWysiwyg.test.tsx
105	97	1.08	25955	/root/home/opensrc/oxc/.claude/worktrees/react-compiler-perf-8cdfbb/corpus/grafana/public/app/plugins/datasource/azuremonitor/components/LogsQueryEditor/LogsQueryEditor.test.tsx
105	77	1.36	25811	/root/home/opensrc/oxc/.claude/worktrees/react-compiler-perf-8cdfbb/corpus/grafana/packages/grafana-ui/src/components/Table/Table.test.tsx
104	78	1.33	36885	/root/home/opensrc/oxc/.claude/worktrees/react-compiler-perf-8cdfbb/corpus/grafana/public/app/features/transformers/standardTransformers.tsx
104	77	1.35	28606	/root/home/opensrc/oxc/.claude/worktrees/react-compiler-perf-8cdfbb/corpus/grafana/public/app/plugins/panel/canvas/components/connections/Connections.tsx
104	113	0.92	38901	/root/home/opensrc/oxc/.claude/worktrees/react-compiler-perf/target/corpus/cal.com/packages/platform/examples/base/src/pages/event-types.tsx
103	97	1.06	32498	/root/home/opensrc/oxc/.claude/worktrees/react-compiler-perf/target/corpus/cal.com/apps/web/modules/event-types/components/tabs/availability/EventAvailabilityTab.tsx
103	68	1.51	39856	/root/home/opensrc/oxc/.claude/worktrees/react-compiler-perf-8cdfbb/corpus/grafana/public/app/features/dashboard-scene/scene/PanelMenuBehavior.test.tsx
103	107	0.96	118079	/root/home/opensrc/oxc/.claude/worktrees/react-compiler-perf-8cdfbb/corpus/grafana/public/app/features/dashboard-scene/scene/DashboardScene.test.tsx
103	106	0.97	34248	/root/home/opensrc/oxc/.claude/worktrees/react-compiler-perf-8cdfbb/corpus/outline/app/editor/index.tsx
102	77	1.32	32301	/root/home/opensrc/oxc/.claude/worktrees/react-compiler-perf-8cdfbb/corpus/grafana/packages/grafana-ui/src/components/Combobox/Combobox.test.tsx
102	67	1.52	32118	/root/home/opensrc/oxc/.claude/worktrees/react-compiler-perf-8cdfbb/corpus/grafana/public/app/features/plugins/admin/pages/PluginDetails.test.tsx
101	77	1.31	42043	/root/home/opensrc/oxc/.claude/worktrees/react-compiler-perf/target/corpus/excalidraw/packages/element/tests/resize.test.tsx
101	67	1.51	66437	/root/home/opensrc/oxc/.claude/worktrees/react-compiler-perf-8cdfbb/corpus/grafana/public/app/features/dashboard-scene/panel-edit/PanelEditNext/PanelDataPaneNext.test.tsx
99	78	1.27	49267	/root/home/opensrc/oxc/.claude/worktrees/react-compiler-perf-8cdfbb/corpus/grafana/public/app/features/dashboard-scene/scene/DashboardScene.tsx
98	99	0.99	31360	/root/home/opensrc/oxc/.claude/worktrees/react-compiler-perf/target/corpus/excalidraw/excalidraw-app/collab/Collab.tsx
98	77	1.27	47720	/root/home/opensrc/oxc/.claude/worktrees/react-compiler-perf-8cdfbb/corpus/outline/app/actions/definitions/documents.tsx
97	97	1.00	29427	/root/home/opensrc/oxc/.claude/worktrees/react-compiler-perf-8cdfbb/corpus/grafana/public/app/features/alerting/unified/components/rule-viewer/RuleViewer.test.tsx
96	88	1.09	27655	/root/home/opensrc/oxc/.claude/worktrees/react-compiler-perf-8cdfbb/corpus/grafana/public/app/features/alerting/unified/components/rule-editor/notificaton-preview/PolicyTreeSelector.integration.test.tsx
96	137	0.70	27695	/root/home/opensrc/oxc/.claude/worktrees/react-compiler-perf-8cdfbb/corpus/grafana/public/app/features/alerting/unified/hooks/abilities/rules/ruleAbilities.test.tsx
96	107	0.90	45999	/root/home/opensrc/oxc/.claude/worktrees/react-compiler-perf-8cdfbb/corpus/grafana/public/app/features/plugins/extensions/utils.test.tsx
95	77	1.23	30526	/root/home/opensrc/oxc/.claude/worktrees/react-compiler-perf-8cdfbb/corpus/grafana/public/app/core/components/AppChrome/MegaMenu/MegaMenu.test.tsx
92	108	0.85	31447	/root/home/opensrc/oxc/.claude/worktrees/react-compiler-perf-8cdfbb/corpus/grafana/public/app/features/logs/components/panel/LogList.test.tsx
90	97	0.93	86299	/root/home/opensrc/oxc/.claude/worktrees/react-compiler-perf-8cdfbb/corpus/grafana/packages/grafana-ui/src/components/Table/TableNG/refactored/RefactoredTableNG.test.tsx
88	58	1.52	29995	/root/home/opensrc/oxc/.claude/worktrees/react-compiler-perf-8cdfbb/corpus/grafana/public/app/features/plugins/extensions/getPluginExtensions.test.tsx
87	128	0.68	58739	/root/home/opensrc/oxc/.claude/worktrees/react-compiler-perf-8cdfbb/corpus/grafana/public/app/features/alerting/unified/components/rule-viewer/AlertRuleMenu.test.tsx
86	98	0.88	47135	/root/home/opensrc/oxc/.claude/worktrees/react-compiler-perf/target/corpus/excalidraw/packages/element/tests/linearElementEditor.test.tsx
85	97	0.88	38914	/root/home/opensrc/oxc/.claude/worktrees/react-compiler-perf-8cdfbb/corpus/grafana/public/app/features/canvas/runtime/element.tsx
85	138	0.62	30077	/root/home/opensrc/oxc/.claude/worktrees/react-compiler-perf-8cdfbb/corpus/grafana/public/app/plugins/panel/logs/LogsPanel.test.tsx
85	128	0.66	37042	/root/home/opensrc/oxc/.claude/worktrees/react-compiler-perf-8cdfbb/corpus/grafana/public/app/features/dashboard-scene/panel-edit/PanelDataPane/PanelDataQueriesTab.test.tsx
84	77	1.09	30220	/root/home/opensrc/oxc/.claude/worktrees/react-compiler-perf-8cdfbb/corpus/grafana/public/app/features/dashboard/dashgrid/DashboardLibrary/DashboardCard.test.tsx
84	127	0.66	60007	/root/home/opensrc/oxc/.claude/worktrees/react-compiler-perf-8cdfbb/corpus/grafana/public/app/features/provisioning/components/Dashboards/SaveProvisionedDashboardForm.test.tsx
84	118	0.71	28434	/root/home/opensrc/oxc/.claude/worktrees/react-compiler-perf-8cdfbb/corpus/grafana/public/app/features/dashboard-scene/panel-edit/PanelEditNext/PanelDataPaneNext.tsx
84	117	0.72	32702	/root/home/opensrc/oxc/.claude/worktrees/react-compiler-perf-8cdfbb/corpus/grafana/public/app/features/explore/Explore.tsx
84	108	0.78	38787	/root/home/opensrc/oxc/.claude/worktrees/react-compiler-perf-8cdfbb/corpus/grafana/public/app/plugins/panel/canvas/CanvasPanel.integration.test.tsx
83	88	0.94	33230	/root/home/opensrc/oxc/.claude/worktrees/react-compiler-perf/target/corpus/excalidraw/packages/excalidraw/tests/regressionTests.test.tsx
83	88	0.94	31511	/root/home/opensrc/oxc/.claude/worktrees/react-compiler-perf/target/corpus/excalidraw/packages/element/tests/frame.test.tsx
82	97	0.85	54811	/root/home/opensrc/oxc/.claude/worktrees/react-compiler-perf/target/corpus/excalidraw/packages/excalidraw/tests/lasso.test.tsx
79	77	1.03	26368	/root/home/opensrc/oxc/.claude/worktrees/react-compiler-perf-8cdfbb/corpus/grafana/public/app/features/provisioning/Wizard/BootstrapStep.test.tsx
77	77	1.00	40327	/root/home/opensrc/oxc/.claude/worktrees/react-compiler-perf-8cdfbb/corpus/grafana/public/app/features/dashboard-scene/scene/DashboardLayoutOrchestrator.tsx
76	79	0.96	33501	/root/home/opensrc/oxc/.claude/worktrees/react-compiler-perf-8cdfbb/corpus/grafana/public/app/features/logs/components/panel/LogLine.test.tsx
75	77	0.97	28625	/root/home/opensrc/oxc/.claude/worktrees/react-compiler-perf/target/corpus/excalidraw/examples/with-script-in-browser/initialData.tsx
73	77	0.95	39200	/root/home/opensrc/oxc/.claude/worktrees/react-compiler-perf-8cdfbb/corpus/grafana/public/app/features/logs/components/panel/LogLineDetails.test.tsx
73	128	0.57	43970	/root/home/opensrc/oxc/.claude/worktrees/react-compiler-perf-8cdfbb/corpus/grafana/public/app/plugins/panel/timeseries/plugins/AnnotationsPlugin.test.tsx
69	68	1.01	28441	/root/home/opensrc/oxc/.claude/worktrees/react-compiler-perf/target/corpus/excalidraw/packages/excalidraw/tests/flip.test.tsx
65	87	0.75	31911	/root/home/opensrc/oxc/.claude/worktrees/react-compiler-perf-8cdfbb/corpus/grafana/public/app/features/expressions/components/SqlExpressions/SqlExpr.test.tsx
54	67	0.81	28549	/root/home/opensrc/oxc/.claude/worktrees/react-compiler-perf-8cdfbb/corpus/grafana/public/app/plugins/panel/geomap/GeomapPanel.test.tsx
